# Overlay Triplets exported by BVH_3D_ver4.C
# Format: {BH2, BVH_U, BVH_D}
# Rule: mask+dilation, EX excluded
{14, 18, 36}
{14, 18, 37}
{14, 18, 38}
{14, 18, 39}
{14, 18, 40}
{14, 18, 41}
{14, 18, 42}
{14, 18, 43}
{14, 18, 44}
{14, 18, 45}
{14, 18, 46}
{14, 18, 47}
{14, 18, 48}
{14, 18, 49}
{14, 18, 50}
{14, 18, 51}
{14, 18, 52}
{14, 19, 29}
{14, 19, 30}
{14, 19, 31}
{14, 19, 32}
{14, 19, 33}
{14, 19, 34}
{14, 19, 35}
{14, 19, 36}
{14, 19, 37}
{14, 19, 38}
{14, 19, 39}
{14, 19, 40}
{14, 19, 41}
{14, 19, 42}
{14, 19, 43}
{14, 19, 44}
{14, 19, 45}
{14, 19, 46}
{14, 19, 47}
{14, 19, 48}
{14, 19, 49}
{14, 19, 50}
{14, 19, 51}
{14, 20, 28}
{14, 20, 29}
{14, 20, 30}
{14, 20, 31}
{14, 20, 32}
{14, 20, 33}
{14, 20, 34}
{14, 20, 35}
{14, 20, 36}
{14, 20, 37}
{14, 20, 38}
{14, 20, 39}
{14, 20, 40}
{14, 20, 41}
{14, 20, 42}
{14, 20, 43}
{14, 20, 44}
{14, 20, 45}
{14, 20, 46}
{14, 20, 47}
{14, 20, 48}
{14, 20, 49}
{14, 21, 28}
{14, 21, 29}
{14, 21, 30}
{14, 21, 31}
{14, 21, 32}
{14, 21, 33}
{14, 21, 34}
{14, 21, 35}
{14, 21, 36}
{14, 21, 37}
{14, 21, 38}
{14, 21, 39}
{14, 21, 40}
{14, 21, 41}
{14, 21, 42}
{14, 21, 43}
{14, 21, 44}
